Column1,Column2,Column1_emo,Column2_emo
도와준 사람들 너무 고맙다.,고마운 사람들 많죠.,happiness,neutral
도전하기 싫다,도전은 항상 힘들죠.,sadness,sadness
독감 같아,독감 조심하세요.,neutral,neutral
독박 육아 짜증나,육아는 혼자 하는 게 아니에요.,angry,sadness
독서 좀 해야겠어,책을 많이 읽으세요.,neutral,neutral
독학하려니까 힘들어,공부해서 잘할 수 있을 거예요.,sadness,sadness
돈 가지고 유세부려,돈 가지고 유세부려보세요.,sadness,neutral
돈 굴리기,돈 버는 재미에 푹 빠졌나봐요.,sadness,sadness
돈 다 썼어,쓸데없는 돈 쓰지 마세요.,sadness,sadness
돈 다 어디 갔나,돈 모아서 사세요.,sadness,neutral
돈 다 어디 쓴지 모르겠네,돈 모아서 쓰세요.,sadness,neutral
돈 다 없어졌어,돈 모아서 사세요.,sadness,neutral
돈 많으면 좋겠지?,돈 많은 사람한테는 더 많은 기회가 올 거예요.,sadness,neutral
돈 많은 백수 하고 싶어,돈 많은 백수 하고 싶어요.,sadness,sadness
돈 많이 벌고 싶어,돈 많이 벌고 싶은 욕심이 있나봐요.,sadness,sadness
돈 많이 벌었으면 좋겠어,돈 많이 벌면 좋죠.,sadness,neutral
돈 모으고 싶어,돈 모아서 사세요.,sadness,neutral
돈 모으는 재미,돈 모으는 재미에 푹 빠졌나봐요.,sadness,sadness
돈 모으는 재미가 있네.,돈 모으는 재미는 누구에게나 있어요.,neutral,neutral
돈 버는 게 쉽지 않음,돈 버는 게 쉽지 않죠.,sadness,neutral
돈 버는 게 어렵구만.,돈 버는 게 쉽지 않죠.,sadness,neutral
돈 벌고 싶어,돈 버는 게 재미있어요.,sadness,neutral
돈 벌고 싶어,돈 버는 게 재미있어요.,sadness,neutral
돈 벌면 뭐하나,돈 버는 게 재미있어요.,sadness,neutral
돈 벌어서 뭐하지,돈 버는 게 재미있어요.,sadness,neutral
돈 빌려줬는데 연락 두절,연락해보세요.,sadness,neutral
돈 빌려줬는데 잠수탔어,갚을 능력이 있는지 확인해보세요.,sadness,neutral
돈 안드는 데이트 코스,데이트 코스가 딱 좋죠.,neutral,neutral
돈 어디갔지,돈 찾으세요.,sadness,neutral
돈 없는데 투잡이라도 해야 할까,돈 버는 게 쉽지 않죠.,sadness,neutral
돈 없어,돈 모아서 사세요.,sadness,neutral
돈 없어도 갈 수 있는 데이트 코스,데이트 코스가 있을 거예요.,neutral,neutral
돈 없으면 결혼도 못하겠다.,결혼은 돈에 의해서가 아니라 마음에서 오는 거예요.,sadness,neutral
돈 잃어버렸어,돈 찾아보세요.,sadness,sadness
돈 좀 모아야 할텐데,돈 모아서 사세요.,sadness,neutral
돈 좀 빌려줘,갚을 능력이 된다면 빌려줄 수 있어요.,sadness,sadness
돈 쥐꼬리만큼 가지고 유세부리는 꼴이라니,돈 많이 버는 사람이 더 많아요.,disgust,sadness
돈없이 결혼하기 가능?,돈없어도 결혼할 수 있어요.,neutral,sadness
돈은 어떻게 모으는 거임,돈 모으는 게 쉽지 않죠.,angry,neutral
돈이 똑 떨어짐,돈 버는 게 쉽지 않죠.,sadness,neutral
돈이 안 모여,돈이 모이는 게 좋죠.,sadness,neutral
돈이 엄떠,돈 버는 게 재미있어요.,sadness,neutral
돈이 없네,돈 모아서 사세요.,sadness,neutral
돈이 없어 졌어.,돈이 없어서 그런가봐요.,sadness,sadness
돈이 천원밖에 없어,돈 모아서 사세요.,sadness,neutral
돈이 하나도 없어,돈이 없어서 그런가봐요.,sadness,sadness
돈이라도 많으면 좋을텐데,돈보다 사람이 먼저죠.,sadness,sadness
돌겠다,후회하지 않을 자신이 있다면 연락해보세요.,angry,neutral
돌아버리겠다. 진짜,후회하지 않을 자신이 있다면 연락해보세요.,angry,neutral
돌잔치 가야지,축하해요.,sadness,neutral
동기가 나보다 먼저 진급,축하해요.,neutral,neutral
동기는 진급하는데,진급 축하해요.,sadness,neutral
동료가 너무 게을러,동료가 너무 게으른가봐요.,sadness,sadness
동문서답을 해.,동문서답은 상대방을 헷갈리게 만들 뿐이에요.,neutral,neutral
동상 걸릴 뻔했어,조심하세요.,neutral,neutral
동상 걸릴거 같아.,동상 조심하세요.,neutral,neutral
동생이 나 제끼고 결혼하겠대,결혼은 혼자 하는 게 아니에요.,sadness,sadness
동생이 먼저 결혼하겠대,축하해요.,neutral,neutral
동생이랑 대판 싸움,싸우면서 이겨보세요.,neutral,neutral
동생이랑 싸웠어,싸우면서 이겨내세요.,neutral,neutral
동생한테 약점 잡혔어,동생한테 더 신경써주세요.,neutral,neutral
동생한테 짜증냈어,짜증내지 마세요.,angry,angry
동생한테 화냈어,화내지 마세요.,angry,angry
동성 친구들이 편해,친구로 지내요.,neutral,neutral
동성이 좋아,동성이란 동성이에요.,neutral,neutral
동호회 가야지,좋은 동호회가 될 거예요.,neutral,neutral
동호회 나가기 귀찮아,동호회 가기 귀찮아지면 연락해보세요.,angry,neutral
동호회 나가야 하나,동호회 가는 건 어떨까요.,neutral,sadness
동호회 나가지 말까,동호회 가는 건 어떨까요.,neutral,sadness
동호회 약속 있어.,좋은 약속이네요.,neutral,neutral
동호회 재미 없어졌어,동호회 재미없어요.,sadness,neutral
되게 건조하네,건조하다고 건조해지지 않아요.,neutral,neutral
되고 싶은 게 두 개야,하나씩 하나씩 하나씩 하나씩 해보세요.,angry,neutral
되고 싶은 게 없어,하고 싶은 게 있으면 하세요.,sadness,neutral
되는 일이 하나도 없네,잘 될 거예요.,sadness,neutral
두 사람만 좋으면 되는줄 알았는데 아니었나봐,좋은 사람 만나길 바랄게요.,sadness,neutral
두고 봐,후회하지 않을 자신이 있다면 연락해보세요.,neutral,neutral
둔한 편인데 이것만 예민해,예민한 편은 아니에요.,angry,neutral
둘이 사귀는 거 같애,사귀는 거 같으면 사귀고 사귀는 거겠죠.,angry,neutral
뒤돌아 보지 말고 나가야 하는데,뒤돌아보지 마세요.,angry,neutral
뒤에 누가 따라 오는 것 같아 무서워,뒤에서 따라오는 건 위험해요.,fear,sadness
뒤에서 발자국 소리 나서 놀램,조심하세요.,angry,neutral
뒤에서 얘기하면 내가 못 들을 줄 알았나봐?,잘 들어주세요.,angry,sadness
뒤에서 호박씨까면 내가 못 들을 줄 알았나?,호박씨 맛있겠네요.,angry,neutral
뒤척이다 늦잠 자게 되네,일찍 주무세요.,angry,neutral
뒷통수 맞았어,괜찮아요.,sadness,neutral
뒷통수 제대로 맞음,신경쓰지 마세요.,disgust,neutral
드디어 개강이다,좋은 시작이네요.,neutral,neutral
드디어 데이트인데 뭐하지,데이트 신청 해보세요.,neutral,neutral
드디어 봄이 오나봐,봄이 왔나봐요.,neutral,sadness
드디어 손 잡음,좋은 결과 있을 거예요.,angry,neutral
드디어 승진함,축하드려요.,neutral,neutral
드디어 졸업한다,축하해요.,happiness,neutral
드디어 천일,천일만큼 좋은 날이 올 거예요.,neutral,neutral
드디어 커플 반지 받았어,축하드려요.,neutral,neutral
드디어 해외 여행 간다,좋은 추억 만드세요.,neutral,neutral
드라마 볼 게 없어,드라마는 재미있어요.,sadness,neutral
드라마나 보면서 놀고 싶다.,저도요.,sadness,neutral
드라이 잘 안되네,드라이를 해보세요.,sadness,neutral
드라이가 잘 안돼,드라이를 해보세요.,sadness,neutral
드라이브 데이트 해야겠다,좋은 생각이에요.,neutral,neutral
드라이브 하면서 데이트 해야겠다,데이트 신청 해보세요.,neutral,neutral
드라이플라워 만들었어,드라이플라워는 어떨까요.,neutral,sadness
드레스룸 만들고 싶다,드레스룸은 드레스룸이 아니에요.,angry,neutral
드레스룸 있으면 좋겠다.,드레스룸은 드레스룸이 아니에요.,neutral,neutral
드론 자격증 딸까?,자격증 따면 좋죠.,neutral,neutral
드론 조종사 자격증 따면 재밌을 거 같아,드론 조종 자격증 따면 재미있을 거예요.,neutral,neutral
듬직한 사람이 좋아,듬직하고 잘생긴 사람이 좋아요.,sadness,sadness
등록금 너무 비싸다. 허리 휨,등록금 내려주세요.,sadness,neutral
등록금 비싸다,등록금 내려주세요.,neutral,neutral
등산할까,등산은 건강에 좋아요.,neutral,neutral
따듯해서 좋다.,따듯한 마음이네요.,neutral,neutral
따듯해지니까 살 것 같다.,따뜻해졌어요.,neutral,neutral
따뜻한 물이 안나와,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,neutral,fear
딱 좋아,좋아할 거예요.,neutral,neutral
딴 거 뭐 할 줄 알아?,제가 있어요.,angry,neutral
딴 일 찾아볼까,좋은 생각이에요.,neutral,neutral
딸기 먹고 싶다.,맛있게 드세요.,sadness,neutral
딸기 먹어야지,맛있게 드세요.,sadness,neutral
딸기 먹을래,맛있게 드세요.,neutral,neutral
딸기 뷔페 가고 싶어,맛있게 드세요.,disgust,neutral
딸기가 너무 먹고 싶어.,맛있게 드세요.,sadness,neutral
딸기가 좋아,맛있게 드세요.,sadness,neutral
땅 사면 좋겠다.,땅은 항상 좋죠.,neutral,neutral
땅이나 살까,땅은 살 가치가 있어요.,angry,sadness
때려 치고 싶다,때려치우고 싶네요.,angry,angry
떠나요~ 제주도~,좋은 곳으로 가세요.,neutral,sadness
떡볶이 먹고 싶다,맛있게 드세요.,neutral,neutral
떨리나봐,떨리나요.,fear,fear
떨어뜨려서 핸드폰 액정 나갔어,충전하고 연락해보세요.,sadness,neutral
또 개강이라니,좋은 시작이네요.,angry,neutral
또 개강이야,좋은 시작이네요.,angry,neutral
또 공부해야돼,공부하면 더 잘할 수 있을 거예요.,sadness,sadness
또 눈 내려,눈 내리는 날에도 눈사람 만들어보세요.,sadness,sadness
또 못 만났어,잘 만났길 바랍니다.,sadness,sadness
또 뭘 먹나,맛있게 드세요.,angry,neutral
또 살찐 거 같아,살<unk>가 아니에요.,angry,sadness
또 스팸 전화,스팸 신고하세요.,sadness,sadness
또 야근,야근은 건강에 해롭죠.,sadness,sadness
또 어떻게 버티지?,버티는 게 좋죠.,sadness,neutral
또 전화 안받아,연락해보세요.,angry,neutral
또 지각하네,지각은 나쁜 습관이에요.,angry,angry
또 폭식했다.,식단조절도 중요해요.,angry,neutral
또 한달이 지나갔네,많이 힘들었나봐요.,sadness,sadness
또라이가 너무 많아,사람마다 다르겠지만 사람마다 다르겠죠.,sadness,neutral
또라이들 짱 많아,저랑 놀아요.,disgust,neutral
똑 부러지게 말해야지,잘할 수 있을 거예요.,angry,neutral
똑같은 나날들,똑같은 나날들.,angry,angry
똑똑!,똑똑해지면 더 잘할 수 있을 거예요.,angry,neutral
똑똑하면 좋겠다,똑똑하면 더 잘할 수 있을 거예요.,neutral,neutral
똑똑해지고 싶다,똑똑해질 거예요.,angry,neutral
똥마려,똥을 싸주세요.,neutral,disgust
뜨끈한 온천가고 싶다.,저도 가고 싶어요.,neutral,sadness
뜻밖의 고민을 하고 있어,고민의 끝은 어디일까요.,neutral,sadness
띰띰해요 놀아 주세요,놀아 주세요.,neutral,neutral
라면 맛있게 끓이는 법 알려줘,맛있게 드세요.,neutral,neutral
라면 먹고 갈래,맛있게 드세요.,neutral,neutral
라면 먹고 싶어,맛있게 드세요.,neutral,neutral
라면 먹어야겠다.,맛있게 드세요.,neutral,neutral
라면 먹을래,맛있게 드세요.,neutral,neutral
라면 잘 끓이는 법,맛있게 드세요.,angry,neutral
랜선 집사됐어,랜선 집사님 축하드려요.,neutral,neutral
레고 사고 싶은데 비싸,사주세요.,sadness,neutral
레고가 비싸,비싸면 비싸요.,sadness,neutral
레시피대로 한 거 같은데 왜 맛이 없지?,맛있어서 그런가봐요.,sadness,neutral
레시피대로 했는데 왜 맛이 없지?,맛있게 드세요.,sadness,neutral
렌터카 빌릴까봐,좋은 선택이에요.,neutral,neutral
로그인 아이디 기억안나,로그인 로그인을 해보세요.,sadness,neutral
로그인 아이디 까먹었다,로그인 해보세요.,neutral,neutral
로또 당첨 번호 불러봐,로또 당첨되셨네요.,sadness,neutral
로또 당첨 번호를 불러 주세요,로또 당첨되셨네요.,sadness,neutral
로또 당첨 좀 됐으면,로또 당첨되셨네요.,sadness,neutral
로또 번호 알려줘,로또 당첨되셨네요.,sadness,neutral
로또 번호 알려줘,로또 당첨되셨네요.,sadness,neutral
로또 좀 됐으면,로또를 사세요.,neutral,sadness
롯데월드 가자고 해볼까?,같이 가자고 해보세요.,neutral,neutral
롱패딩 살까,롱패딩은 어떨까요.,sadness,sadness
롱패딩 필요할까,롱패딩은 롱패딩이 아니에요.,neutral,sadness
리모델링할까,리모델링은 집주인만 하는 게 아니에요.,sadness,sadness
리치치즈피자 먹고 싶다.,맛있게 드세요.,neutral,neutral
리폼 해볼까,리폼은 생각보다 간단하답니다.,neutral,neutral
마딩 있는 주택에 살고 싶어,집도 사주고 집도 사주고 집도 사주고 집도 사주고 집도 사주고 집,angry,neutral
마라톤 나가볼까,도전해보세요.,neutral,neutral
마라톤 출전할까,도전해보세요.,neutral,neutral
마른 기침 나와,감기 조심하세요.,angry,neutral
마른 기침이 계속 나오네,감기 조심하세요.,angry,neutral
마스크팩 대량 구매했어,피부관리 좋죠.,neutral,neutral
마스크팩 잔뜩 샀어.,피부관리실 가서 해보세요.,neutral,neutral
마음 다 잡는 중,잘할 수 있을 거예요.,sadness,neutral
마음 둘 곳이 없어,마음 둘 곳이 있으면 연락해보세요.,sadness,neutral
마음 잡고 고고씽,좋은 생각이에요.,disgust,neutral
마음 잡고 다시 시작,좋은 시작이 될 거예요.,sadness,neutral
마음도 춥고 날씨도 춥네,감기 조심하세요.,sadness,neutral
마음만은 청춘이야,청춘은 청춘의 끝에서 시작됩니다.,sadness,neutral
마음만은 항상 청춘인데,청춘은 청춘이 아니에요.,sadness,sadness
마음에 드는 거 같은데 고백을 왜 안 하지,고백을 안하는 이유를 생각해보세요.,angry,neutral
마음에 안 드는 짓만 해,나쁜 사람 만나지 마세요.,sadness,angry
마음에 하나도 안 들어,마음에 드는 걸 찾아보세요.,sadness,sadness
마음을 보여 주고 싶어.,마음을 보여달라고 말해보세요.,sadness,neutral
마음을 정리하고 있는데 뜻밖의 남자가 카톡을 했네,당황하셨겠어요.,sadness,neutral
마음을 정리하는 중인데 카톡 왔어,마음이 정리됐나봐요.,sadness,sadness
마음의 여유가 없어,여유를 가지세요.,sadness,neutral
마음의 평화가 필요해,마음의 평화가 필요해요.,angry,angry
마음이 무거워져,마음이 무거워지면 마음도 무거워져요.,sadness,sadness
마음이 보였으면 좋겠어,마음이 보였으면 좋겠어요.,sadness,sadness
마음이 복잡해,마음이 복잡하면 그럴 수 있어요.,sadness,neutral
마음이 싱숭생숭해서 자꾸 글을 쓰게 되네,글을 쓸 때 신경쓰지 마세요.,sadness,neutral
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,마음이 싱숭생숭해서 자꾸 여기다 쓰게되죠.,sadness,sadness
